uq,error
0.33799999999999997,0.0
0.764,0.32258064516129037
0.18600000000000005,0.0
0.16300000000000003,0.32352941176470584
0.597,0.18181818181818177
0.675,0.0
0.28500000000000003,0.0
0.29500000000000004,0.0
0.556,0.0
0.10899999999999999,0.0
0.507,0.0
0.014000000000000012,0.0
0.484,0.0
0.615,0.5921052631578947
0.788,0.24
0.477,0.0
0.33799999999999997,0.0
0.30200000000000005,0.0
0.43400000000000005,0.0
0.602,0.0
0.637,0.7169811320754718
0.39,0.16326530612244894
0.281,0.0
0.727,0.5087719298245614
0.41200000000000003,0.0
0.737,0.5238095238095238
0.646,0.36363636363636365
0.11199999999999999,0.0
0.916,0.0
0.5569999999999999,0.0
0.367,0.0
0.841,0.42592592592592593
0.30700000000000005,0.5348837209302326
0.42700000000000005,0.0
0.394,0.0
0.516,0.3921568627450981
0.19499999999999995,0.0
0.611,0.19999999999999996
0.43100000000000005,0.0
0.399,0.0
0.13,0.0
0.504,0.0
0.384,0.0
0.43799999999999994,0.0
0.5700000000000001,0.0
0.623,0.0
0.03500000000000003,0.0
0.618,0.3918918918918919
0.724,0.0
0.6,0.0
0.278,0.0
0.612,0.47777777777777775
0.41600000000000004,0.0
0.45399999999999996,0.0
0.624,0.0
0.622,0.24
0.05700000000000005,0.0
0.16700000000000004,0.0
0.363,0.35416666666666663
0.577,0.0
0.759,0.29268292682926833
0.44199999999999995,0.0
0.524,0.0
0.20699999999999996,0.0
